10153	226
10315	1037
10766	292
10810	244
10928	302
1098	595
11044	463
11206	670
1142	-2016
11495	760
11657	639
11701	455
11819	482
11990	373
12386	274
12430	490
12548	407
12881	393
12999	857
1304	118
13277	766
13321	433
13439	398
13772	309
13934	686
14050	486
14168	312
14212	283
14663	268
14825	555
15059	396
15103	251
15392	494
15554	220
15716	445
1593	-1223
16283	622
16445	327
16607	504
16896	768
16940	284
17174	375
17336	453
1755	-1404
17787	295
17831	474
17949	204
18065	617
18227	270
18560	238
18678	680
18722	587
19000	840
19118	310
1917	-1685
19451	408
19569	170
19613	324
20116	307
2033	-523
20567	1579
20611	415
20729	562
21007	222
21296	174
21340	521
21458	431
21502	492
21791	353
21953	291
22187	225
22231	898
22349	518
22682	201
22844	192
23078	740
23122	219
23573	534
23735	451
24013	859
24464	658
24626	415
2484	643
25193	846
25355	490
25517	387
25850	867
25968	577
26084	517
26246	591
26408	829
2646	-7556
26697	485
26741	649
26859	318
26903	988
27137	386
27470	500
27588	132
27632	627
28028	981
2808	-81
28361	602
28479	841
28523	265
286	-1974
28974	198
29090	463
29252	356
29414	309
29865	428
330	1046
3375	-717
3537	50
3870	-130
3988	767
4266	-375
4310	241
4428	-955
448	-3222
4761	-54
4879	-3188
4923	52
5157	-223
5201	-762
5319	931
5490	212
5652	177
5814	990
6048	459
6381	596
6499	275
6543	1476
6705	677
6994	627
7272	650
7434	731
781	116
7885	135
8163	329
8325	572
8776	594
8820	815
8938	662
899	-105
9054	433
9216	437
943	150
9667	568
9711	394
9829	674
10154	52
10316	245
10767	535
10811	473
10929	411
1099	-22488
11045	502
11207	607
1143	663
11496	397
11540	709
11658	407
11702	497
11991	408
12387	401
12431	167
12549	456
12882	448
1305	-997
13160	142
13278	1438
13322	245
13773	870
13935	346
14051	595
14169	49
14213	377
14664	127
14826	421
15104	142
15393	647
15555	393
15717	417
1594	-822
16284	742
16446	379
16608	691
16897	345
16941	404
17175	427
17337	419
1756	-112
17670	754
17788	538
17832	227
1800	-3304
18066	527
18110	994
18228	277
18561	646
18679	814
18723	273
19001	537
19119	339
1918	-33076
19290	325
19452	539
19614	12
20117	324
2034	-3243
20450	368
20568	436
20612	390
21008	524
21297	883
21341	261
21459	557
21503	282
21792	334
21954	257
22070	197
22188	114
22232	566
22683	279
22845	436
23079	569
23123	336
23574	914
23736	901
24014	232
24465	815
24627	321
2485	-3528
24960	671
25194	333
25356	614
25400	339
25518	720
25851	1749
25969	711
26085	358
26247	587
26409	268
2647	-4919
26580	391
26698	553
26742	742
26904	745
27020	520
27138	263
27471	271
27589	550
27633	413
28029	177
2809	516
28362	442
28524	252
287	67
28975	318
29091	497
29253	504
29415	537
2980	-530
29866	456
29910	611
331	771
3376	-33902
3420	333
3538	26
3871	-559
3989	-508
4267	-158
4311	-2780
4429	-1740
449	-2832
4762	361
4924	-827
5040	-1967
5158	-11379
5202	-785
5491	975
5653	302
5815	437
6049	308
6382	564
6544	781
6706	323
6995	360
7273	282
7435	748
782	814
7886	349
7930	952
8164	346
8326	1178
8777	356
8821	314
8939	485
9055	218
9217	279
944	-3000
9550	137
9668	653
9712	922
10155	920
10317	603
10650	583
10768	302
10812	710
11046	423
11208	241
1144	-1141
11497	228
11541	1145
11703	398
11992	390
12270	574
12388	455
12432	402
12883	731
1306	-1816
13161	564
13279	621
13323	427
13774	301
13936	694
14052	256
14214	541
14665	433
14827	972
15105	126
15394	680
15556	529
15600	140
15718	306
1595	-3794
16285	341
16447	131
16609	996
16780	542
16898	480
16942	387
170	-728
17176	215
17220	353
17338	946
1757	-5453
17671	373
17789	676
17833	570
1801	-2660
18067	718
18111	404
18229	151
18562	396
18724	553
19002	215
1919	661
19291	432
19453	190
19615	318
20000	369
20118	166
2035	-959
20451	679
20569	787
20613	430
21009	386
21180	1351
21298	626
21342	235
21504	438
21793	484
21955	354
22071	787
22189	704
